,0,1
448,一分钟懂健康感冒和过敏性鼻炎有什么区别？耳朵进了虫子怎么办？给我一分钟，教你更懂健康做你的专属健康管家蒋子栋北京协和医院耳鼻喉科主任医师感冒和过敏性鼻炎有什么区别到了这个季节，很多家长会发现把孩子送到学校后就会鼻子痒打喷嚏然后认为是反复感冒其实不是，可能染上的是过敏性鼻炎过敏性鼻炎和感冒是有明显区别的感冒一般是和病毒感染有关，症状比较重咯痰、鼻子痒、打喷嚏、流鼻涕有些人会发烧，但它的界限是7天而过敏性鼻炎在没有摆脱过敏环境的情况下它会反复发作就会让大家感觉到一到学校就感冒点击视频即可观看详细内容耳朵进了虫子怎么办每个人有两个耳朵，耳朵有外耳道外耳道是洞小腔深而且到这个季节很多虫子喜欢钻洞，喜欢黑暗的地方耳朵进了虫子怎么办？是用镊子还是棉棒？都不对，应该往外耳道里灌油这样虫子会窒息，死了后就可以安全取出了点击视频即可观看详细内容经常头晕怎么办大家知道吗？每个人的耳朵里面有很多石头，称为耳石它可以维护人体平衡结构但如果石头脱落了以后就会有和位置相关的天旋地转的头晕但不用担心，通过手法复位的方法病人就可以立刻能够康复点击视频即可观看详细内容一分钟懂健康,edu
449,导语网购是把双刃剑，在给人们带来生活便利的同时，也存在隐患。这段时间深圳的刘先生真的是伤透了心因为一个“致命快递”他17岁的儿子至今仍躺在ICU病房里生死未卜在十年前刘先生和前妻走到婚姻的尽头在与前妻离婚之后刘先生就独自抚养儿子阿权阿权今年17岁在深圳的某个职业学校上学据刘先生介绍儿子平时的性格比较内向他们父子之间也是很少交流9月3日阿权跟刘先生说他感冒了，想要吃鸡腿顺便提出了让父亲帮他带一个邮寄到家里的快递阿权说那是治疗痘痘的药在帮孩子送完东西后刘先生也回到厂里继续工作了可没过多久，一个电话让他非常震惊阿权在学校的时候突然浑身抽搐，然后就昏迷过去了已经被送到医院进行抢救当刘先生赶到医院后医生也给他发了阿权的病危通知书阿权到底发生什么事了？经过医院的化验医生在阿权的身体内发现了异常他的体内存在一种叫盐酸阿米替林的药超标医生表示阿权可能过量服用这种药导致抽搐休克的现象那阿权服用的这种药究竟是从何而来？刘先生随后查看了阿权的网购账户有了一个重大的发现↓阿权有过网上购买药品的经历而这5瓶，一共500颗的药品就装在刘先生亲手送到阿权手上的快递里在阿权宿友的口中刘先生得知儿子把这些药全部吃下了瓶子也已经空空如也那这种叫盐酸阿米替林的药物究竟是什么东西？它又是治疗什么疾病的呢？据了解，盐酸阿米替林是一种治疗抑郁症的处方药物在阿权的购药订单中刘先生发现了一张某互联网医院开具的处方显示阿权的临床诊断是抑郁障碍阿权通过网络问诊的方式获得了所谓“医生”开出的处方单从而顺利买了处方药所以刘先生提出了质疑互联网远程问诊是否有开处方的资质不过目前涉事医院还没有给出阿权的相关诊断结果戳视频看更多▼“处方药”之所以需要处方才能购买就因为这些药的用量都是必须严格地遵照医嘱的一旦处方药的药量没控制好的话问题也就变得严重了在网上如此容易开到处方又这么容易地买到这些“处方药”这个问题值得我们去重视孩子的身心出现问题家长却不知道？是不是也该好好反省一下？,finance
450,就是夏天几乎家家都会备的藿香正气水电视节目中还介绍了另外两种用法，视频太长，可以直接拉到相应的时间点去看：3分开始：痱子5分35秒开始：手起疱疹、爆皮7分20秒开始：湿疹国医大师健康提示：虽然电视节目中专家说的是“藿香正气水”，但我们建议外用时选择不含酒精的“藿香正气口服液”（从画面中看她拿的其实也是）。酒精刺激性太大，对很多皮肤疾患来说不是什么好事。任何药物都不可能对所有患者都有效。如果已经被顽疾困扰已久不妨试试，这药也不会有什么危害。,video
451,国庆7天小长假就要到啦许多友仔友女们就想着出国旅游去东南亚国家玩耍成了不少人第一选择但是，切咧妞要提醒各位小心登革热从自治区疾控中心了解到，目前登革热进入了秋季高发期，截止9月22日，广西已经报告登革热病例75例，病例输入性风险增大，引起局部暴发或区域性流行风险较高。登革热是由登革病毒感染引起的急性蚊媒传染病，主要通过埃及伊蚊和白纹伊蚊叮咬传播，在热带国家和地区流行严重，每年9月到11月是高发期。目前在广西发现报告的75例登革热病历中，输入性病例29例，本地病例46例，报告病例数明显多于往年同期，疫情形势严峻。病例主要分布在防城港市港口区、南宁市江南区、西乡塘区和容县。国庆长假期间，登革热疫情很可能会迎来一次爆发增长，因为作为旅游热点地区的东南亚和广东、云南、湖南，登革热疫情都比广西要严重，所以大伙如果计划外出旅游，期间一定要做好防蚊工作。登革热只会从蚊子传染给人类，暂时没发现人传染人的病例，防蚊叮咬就是预防登革热唯一有效的手段。那怎么才能确认自己是不是感染了登革热病毒呢？不过随着医学发展，目前登革热只有万分之一左右的致死率，大伙不要过于担心，只要发现症状后及时就医，一个星期左右就能痊愈。■来源：广西新闻频道、腾讯视频■责编：时空网林痣零■审核：阿飘速达,video
452,最近青岛小伙儿小裴不惜跨越数百公里赶到扬州的一家减肥机构签约减肥可就在上周五他突然被开除了而罪魁祸首竟然是一根火腿肠☟☟☟小裴介绍，自己今年22岁，体重却有240斤。上个月，他偶然发现扬州有一个减脂营。小裴花6600元报名签约加入了减脂营。到达扬州之后，接连数日的大运动量和减肥餐让小裴感到很不适应。上周的一天，他实在馋得不行，就去超市买了火腿肠吃，还分给了室友，不料被教练逮个正着，罚他进行了加练。9月19日，小裴又因为外出透气被发现。这回，教练很生气，说什么都要开除他，6600元的费用也一分不退。小裴则强调，合同的相关条款主要针对未成年人，自己已经成年，不适用该条款。这位负责人还强调，虽说严格，但绝非虐待，而是会根据不同人的情况，制定减肥方案，“饿的时候，有些脱脂牛奶、黄瓜、生菜，这些东西是可以给他们吃的，不是一个月都不能出去，只要减得好，可以放假出去吃点东西，当做奖励餐。”对此，网友们也是意见不一有人说，劝退可以，但是要退钱也有部分网友认为问题出在小伙子自己身上法律界人士则表示，基于减肥的目的，减脂营可以制定相关规定，用以管束和惩戒学员。但双方订立的合同中相关条款显失公平，也不具法律效力，并不能因为学员吃火腿肠、私自外出，就解除合同，而且一分钱都不退。经过协商，减肥营已经退还部分费用，小裴已经从扬州返回青岛。减肥需要循序渐进、量力而行减肥营这钱到底该不该退对此你怎么看？,news
453,创可贴生活中，总免不了磕磕碰碰、受点小伤，这时候创可贴就能派上用场了。可大家真的会用创可贴吗？也许大家之前贴创可贴的方法都是错的哦！国家食品药品管理总局发布消费警示，提醒消费者谨慎使用创可贴，创可贴使用不当会对身体造成伤害！那到底创可贴何时能用，何时一定不能用呢？1以下情况一定不能用创可贴！对于出血较多的伤口不宜用创可贴。应及时去医院治疗。动物咬伤、蛰伤的伤口，切忌使用创可贴。以免毒汁和病菌在伤口内积蓄或扩散。对于小而深的伤口，不宜用创可贴。因为不易清洗干净，容易遗留异物和被细菌污染。若再贴上创可贴，会加重感染。对于各种皮肤疖肿，不能使用创可贴。因为创可贴的吸水性和透气性较差，不利于脓液的吸收和引流，反而有利用细菌的生长繁殖。还有这些！污染较重的伤口、已经发生感染的伤口、较重或创面较宽的皮肤擦伤、烧伤烫伤的创面、皮肤病创面等，均不宜使用创可贴。2注意事项（1）使用创可贴前，应检查创伤面是否遗留污物。（2）创面有污物，需用清水或0.9%的氯化钠溶液冲洗干净，再贴创可贴。（3）贴创可贴不能缠得太紧，以免伤口不透气而发生厌氧菌感染。或导致受伤部位，血液循环受阻。（4）创可贴不能贴得过久。至少24小时就要换一次，否则可能导致绷发性感染。3手指的非关节处受伤这样做第一步：先把创可贴的两头分别沿着中心线各剪一刀，注意别剪到创可贴中间的纱布。第二步：然后撕掉防黏纸，把创可贴纱布处对准伤口。第三步：再把创可贴左上和右上的部份分别往右下和左下的方向交叉拉紧斜贴上去，下半部分也是用同样的方式往上贴紧。这样就可以贴得平整，防止水和细菌进入创可贴了。4如果受伤的部位在指关节第一步：用同样的方法把创可贴的两头沿中心线各剪一刀。第二步：然后将创可贴左上的部分往右上贴，再将右上的部分往左上贴，创可贴左下的部分往右下贴，右下的部分往左下贴。这样伤口就可以被完全包覆住，而且关节部分也空了出来，手指可以自由弯曲了。文章、图片及视频来源:CCTV生活圈（ID:cctvshzck2013),news
454,有这样一群人，他们受脱发秃顶烦恼，因为外表的缺陷而忧郁，他们自卑、不善交际，他们渴望被理解……他们原本可以有一个积极、阳光、帅气的形象面对生活，但“脱发”却把这些正能量的东西轻易击垮。在治疗脱发的道路上，很多人因为信息的不对称，被夸张虚假的不正规信息所混淆，或寻求偏方、或病急乱投医，浪费了时间金钱，更浪费了宝贵的毛囊。为帮助全省更多脱发人士告别这些脱发烦恼，2019年，曙光植发联合安徽公共频道第二届“致青春·植发节”大型毛发健康活动启动，让更多渴望头发重生、渴望植发的发友，实现头发茂密的梦想。安徽公共频道植发节活动全省启动（现场照片）2019安徽公共频道第二届植发节全省启动征集人数全省仅限68人援助救治征集人群男士M型脱发、秃顶、大面积头发稀疏女士发际线后移、头顶稀疏先天性发际线过高、斑秃头部疤痕、眉毛稀疏缺失等均可申请植发节补贴下图类型皆可报名（男士脱发类型）（女士脱发类型）征集人群（长按二维码报名）脱发竟然具有遗传性！如何判断自己是否“中招”了？男士脱发，大部分都是由遗传性因素引起，而遗传性脱发大部分呈M型脱落，即从头两侧开始，还有一部分呈O型从头顶开始脱落，女性则表现为发量稀疏、裸露头皮等。遗传性脱发不可避免，药物治疗也仅仅只能起到预防和延缓作用。如果脱发的位置明显可见光滑头皮，代表毛囊已经完全闭合或者是死亡。此时通过自体毛发种植可以改善。植发—自体毛发移植国际公认有效解决脱发的方法自体毛发种植（即植发）是目前国际常见的解决脱发、秃顶的办法，植发是一项精微的外科手术，提取的是自身的毛囊，毛发种植后长出的是真头发，因此不会出现任何的排异性，并且可自然生长，而且不会再脱落！此外，眉毛、睫毛、胡须、鬓角、女性头顶稀疏、发际线调整等各种原因造成的毛发缺失都是可以通过毛发移植来补救的。植发4天左右，开始长出小发茬植发10天左右女士植发10天，花瓣发际线发友10天分享，发际线+头顶加密发友张先生植发10天分享想弄清你脱发的真实原因吗想从此告别脱发、秃顶吗想近距离观看植发过程吗2019安徽公共频道第二届”致青春植发节“全城启动啦现全省征集脱发、秃顶、发际线后移疤痕脱发、斑秃者给予减免救助关爱脱发观众植发节惠民补贴补贴项目①免费毛发健康检测，弄清脱发原因，告知解决方案。②脱发、秃顶、M型脱发、头顶稀疏加密，成功报名植发节可补贴一半植发费用，另外还可免费申领200株毛发种植。③前38位可享免费生发治疗1次。④大面积烧烫伤脱发等特别援助。⑤添加植发节报名微信，可查看更多案例。报名微信（手指长按识别报名）,news
455,"文/图羊城派记者张华视频/张华通讯员李耀文彭杰牙齿排列不齐，不仅影响美观，而且还可能因为无法保持清洁，引起牙周炎，导致牙龈萎缩、牙齿松动等。可以说，牙不整齐是坏牙、烂牙的一大隐患。因此，带孩子去医院箍牙，做正畸治疗也越来越普遍了。不过，针对正畸治疗，不少家长存在疑惑，甚至出现一些认识误区。在此，记者特别采访广州医科大学附属口腔医院正畸科主任医师刘畅，请他谈谈正畸治疗中，大众最关心的问题。正畸治疗越来越普及1、儿童青少年什么时候做正畸治疗合适？刘畅：通常家长会认为孩子的乳牙全部换完之后，才应该去做正畸治疗。实际上，这种想法不对，尤其是对一些比较严重的骨骼畸形，比如严重的地包天，龅牙或者严重下颌偏斜，应该在孩子换恒牙之前就应该处理，这样做的目的就是避免在生长发育高峰期（女孩子在11-13岁，男孩子12-14岁）到来之后，口腔颌面的畸形进一步扩大，而增加治疗难度。如果在八九岁的时候就发现上述严重骨骼问题，正畸科医生可以采用活动矫治器及肌功能训练器等这些简单、有效的办法来引导患者向正确的方向生长，而得到事半功倍的效果，不必等到12岁之后再大费周章去矫牙。箍牙不必等到12岁以后2、做正畸治疗疼吗？刘畅：正畸过程中的这个疼痛，主要来自两个方面：其一是牙齿移动导致的疼痛，这是不可避免的，因为正畸过程中牙齿每个月移动0.5-1毫米的缓慢移动，诱发了局部的炎症反应而产生了疼痛，这是一个自然发生的生理过程，大部分患者都能耐受；其二就是矫治器对于口腔黏膜的刺激所产生的疼痛。随着矫治器的设计和材料的进步，由此带来的这种疼痛越来越轻了，目前已经基本可以消除。所以说，患者大可以不必因为疼痛而担心顾虑，但总的来说，矫正牙齿，疼痛是不可避免的。3、正畸牙齿一定要拔牙吗？刘畅：在做正畸治疗的时候，一般主要是通过拔牙来纠正局部拥挤及排列不齐。在广东地区，上颌比较前凸，龅牙的人比较多，所以拔牙的比例在50%-60%，相对于北方地区拔牙比例比较高的。所以，如果在做正畸治疗的时候，医生要拔牙，一定不要担心，因为只有通过拔牙才能解决龅牙前凸以及拥挤不齐这些问题，况且拔牙也不会对身体健康产生不良影响。隐形牙套适合一部分正畸患者4、隐形牙套那么贵，有什么优缺点？刘畅：隐形牙套非常贵，它主要是分为进口的和国产，价格普遍在4万-6万。它主要针对相对轻的各类错颌畸形，使用起来美观、舒适，口腔卫生保持比较好，尤其适用于牙周病患者。但值得注意的是，像比较严重的骨骼性的牙齿问题，比如骨骼性龅牙或者需要拔牙的病例，此时隐形牙套的控制力就稍显不足。箍牙好比煲汤，文火慢炖才能获得好效果5、正畸治疗需要多久时间？刘畅：正畸治疗是一个缓慢的过程，一般来说，疗程都会一年半到两年的时间。很多患者想要快速解决自己这种牙齿不美观的问题，就匆忙选择做美容冠或者烤瓷牙，其实这些做法需要磨牙，把健康的牙齿磨小，肯定会对牙齿产生不可逆的损伤。所以，如果时间和金钱允许，把满口的牙齿排列整齐，这就好比一锅好汤，需要文火慢炖，建议进行正规的正畸治疗。来源|羊城派责编|施沛霖天天养生【爱牙专题】箍牙的这些热点问题，我都帮你问了正畸,治疗,患者,牙齿,疼痛2110023金羊号金羊号https://ycpai.ycwb.com/ycppad/pic/2019-09/27/2d91bf2a-d381-44f8-bdc7-d3326049ebbd.jpgnullhttps://ycpai.ycwb.com/ycppad/content/2019-09/27/content_510756.html羊城派花上两年让牙齿变得美观整洁也是值得的2/enpproperty-->",baby
456,"“人生甘酸甜美丽好厝边”土人参、南非叶、绞股蓝、虫草参……走近朱学锋所住的楼前，眼前一片绿意，许多花盆依次排列，种着各种草药。面对一盆盆青草药，朱学锋能清楚地说出每一种草药的名字、功效和使用方法。2001年朱老退休之后，他在自己的家门口，还有房屋的走廊，栽了七十几种中草药。朱老曾是福建省潘洛铁矿职工医院的医生，一开始他是一位主治内科、儿科的西医师，后来一次偶然的机会，他来到厦门进修中医相关的知识。从那以后，他在诊疗中尝试中西结合。朱学锋退休医师当时八几年肝炎很多我当时种绞股蓝种了一大片就拔了二十三叶七叶胆绞股蓝茶给工人去吃吃一个月之后休息一个月来检查肝功能就正常了所以对中草药觉得很有兴趣慢慢研究2001年，朱老退休后来到厦门。闲不下来的他开始自己尝试栽培草药，还把草药运用到日常的饮食中。朱学锋退休医师草药可以做茶既是茶也是药药食两用可以做药也能做菜很多草药都可以药食两用的（那有没有什么保健的妙招）年轻人要保健一年四季喝茶不一样春天喝花茶夏天喝绿茶秋天喝清茶冬天喝红茶这就是保健年轻人电脑接触多柠檬绿茶玫瑰花这些都很好枸杞明目抗辐射经常泡起来喝老年人经常泡枸杞也挺好的邻居们知道小区里住着一位""尝百草""的老医师，有些小病小痛、头疼脑热都会来找朱老，朱老也会调配一些当下季节的养生凉茶，推荐给邻居朋友。洪雯菁厦门市思明区莲前街道莲西社区专职副书记朱老师单位退休后作为一个老党员他是很热心很乐于助人的在了解到我们社区党建就积极和我们联系说他要参加这个爱心服务志愿队给居民提供公益的服务义诊健康课堂他说把自己几十年的知识医科中草药知识来和社区居民分享然后发挥他的余热朱学锋退休医师我觉得我们做人做善事中草药推广它让大家去用对身体有帮助这个是目的不是为了赚钱没有什么经济效益的让人家运用这种草药让他的身体更加健康授人以鱼不如授人以渔，现在朱老除了送给邻居朋友一些自己晒制的草药，他还开始编撰一本关于草药栽培技术的书。为了让书的内容详尽丰富，朱老跑遍了厦门岛内外所有的图书馆，查阅许多和中草药相关的书籍。朱学锋退休医师准备出一本怎么栽培药食两用的（草药）在阳台上提倡（种植使用中草药）药食两用的一些东西怎么种怎么用吃什么有什么建议有些能吃有些不能吃的虽然朱老已经80岁了，但他每天都坚持看书、上网学习，他说医疗技术、药物一直在进步、更新，自己也要活到老学到老，努力让中国的草药结合最先进的医疗技术，让更多人了解、受益。★来源：厦门卫视《新闻斗阵讲》栏目✎撰稿：郑华堃✎编辑：王宁磊",video
457,图片来源于网络，如有侵权请联系删除9月25日，各地号牌的车辆挤满了苏州阳澄湖边。人们翘首以盼，等着渔船运来一篓篓刚刚捕捞上来的大闸蟹。随后，大闸蟹们被称重、分类，运往全国各地。阳澄湖迎来了一年中最繁忙的时节。长期以来，市场上充斥着假冒的阳澄湖大闸蟹。有统计显示，2017年阳澄湖大闸蟹真实市值约3亿元，但是当年“阳澄湖大闸蟹”的总营销额却达到了300亿元，真蟹与假蟹的比例高达1:99。据介绍，今年阳澄湖大闸蟹的防伪标识在保持原有专业防伪功能的基础上，着重在结构外观和编码查验等方面作了升级。防伪标识也由之前的扎带标签式结构升级为了腕表式锁止结构，形状也由椭圆形更改为方形，以增加防伪标识的辨识度。资料图：2019年版阳澄湖大闸蟹防伪锁扣。阳澄湖大闸蟹行业协会供图此外，今年还升级了防伪查验平台，增强标识溯源功能，实现了标识与销售主体一一对应，这样一来，消费者在购买大闸蟹时，通过扫描防伪标识上的二维码，就可了解自己餐桌上的大闸蟹是否是产自阳澄湖的正宗大闸蟹。购买大闸蟹时要注意以下问题选择产地大闸蟹的产地众多，各有千秋，较为常见的有阳澄湖、太湖、盘锦、洪泽湖、固城湖等，其中阳澄湖的大闸蟹最为有名。消费者在挑选时可根据自身喜好作相应选择。选择重量规格大闸蟹个头越大，重量越重，价格越高。网络上的大闸蟹礼券常以公母组合的形式出现。消费者在选择时要注意看清楚网页上对大闸蟹重量及数量的说明，留意价格的差别。选择售后服务完善的网络商家消费者在网络购买大闸蟹礼券后，通常还要经历预约提蟹、商家确认、收货等环节。因此，消费者在购买前应仔细阅读商家对各售后环节的说明及承诺，尽量选择售后服务完善的商家。辨别真伪防伪戒指通常是大闸蟹的身份证明，常见的鉴别方式包括通过电话、发短信到专用号码，或凭验证码登陆防伪查验官方网站查询。需要注意的是，要求用微信扫码进行防伪的有一定风险，因为消费者难以知晓扫码后被链接到哪个系统平台，存在一定风险。加强沟通，保留凭证在运输过程中难免出现死蟹的情况，很多网络商家做出了死蟹包赔的承诺。但到底是按死蟹数量退款，还是补发货、赔偿，是否有时效要求、赔偿流程包括哪些等，还需要消费者仔细阅读，最好截图保留证据以备维权之用。【视频】解锁大闸蟹的正确吃法（太原台）螃蟹不宜和这些食物搭配柿子吃了螃蟹就不要吃柿子，这是我们经常能听到的一个常识，到底为什么呢？广州市第一人民医院营养科副主任医师潘丹峰说，原因是蟹肉中富含蛋白质，而柿子中含有大量的鞣酸较多，这两样物质会互相发生反应，使消化酶的活性下降，胃肠功能正常的人偶尔吃问题不大，消化功能较弱或胃肠道较敏感的人不宜这样吃。吃螃蟹又吃柿子，量多的话有可能会造成一些胃肠道的不适如恶心、呕吐、腹痛、腹泻等。浓茶中国人喜欢喝茶，吃油腻食物往往喜欢喝点茶清肠胃，然而专家却提醒，吃螃蟹前后一般不建议大量喝浓茶。道理与吃柿子相似，浓茶含有较多鞣酸，消化功能较弱或胃肠道较敏感的人不宜同吃，以免引起胃肠不适。梨梨为凉性食物，与寒性的螃蟹同食，对消化功能正常的人来说可能问题不大，但脾胃虚寒、消化不良者这样吃会损伤脾胃，引起胃肠不适，尤其要注意。雪糕、冷饮同上面的理由一样，螃蟹性味寒凉，再吃冷冰冰的食物，更容易导致胃肠功能紊乱，出现腹痛、腹泻等不适。这5类人不宜吃螃蟹伤风发热者中医认为，多食蟹可发风、积冷，时感未清者均忌。简单讲就是，伤风感冒、发热、腹泻者的饮食应以清淡为主，高蛋白的螃蟹不易消化吸收，吃后可能使咳嗽等症状加重、感冒难愈。消化系统疾病患者螃蟹富含蛋白质，大量食用后会促进胰液、胆汁等消化液的分泌，加重胃肠道、肝、胆、胰腺的负担，过量食用可诱发胃肠炎、胰腺炎，胆囊炎、胆结石者急性发作，所以患有胃肠道疾病、胆囊炎、胆结石、胰腺炎、肝炎及消化系统疾病患者最好避免或少吃。即使对于正常人来说，也不宜一次食用大量螃蟹或蟹黄。心脑血管疾病患者螃蟹，尤其是其中的蟹黄胆固醇含量较高，多食会导致血胆固醇升高。因此，血脂异常、动脉粥样硬化及冠心病、脑血管疾病患者不宜多吃螃蟹。高尿酸血症和痛风患者高尿酸血症和痛风是嘌呤代谢异常的疾病，而嘌呤摄入过多会导致其在体内的代谢产物尿酸增高，螃蟹属于高嘌呤食物，进食过多会加重高尿酸血症甚至诱发痛风尿病情。所以，专家认为，高尿酸血症和痛风患者尽量远离螃蟹，更不能尝试“螃蟹+啤酒”的“痛风套餐”。婴幼儿蟹肉、蟹膏含有大量的蛋白质，与其他肉类相比不太容易消化且容易引起过敏反应，故婴儿及过敏体质、哮喘、容易腹泻的幼儿不宜食用。另外，有过敏史的人、孕妇也要慎吃螃蟹。【视频】聊聊螃蟹的正确“打开”方式（新华网）来源：中国新闻网、新京报、人民网-生命时报、羊城晚报编辑：Alice,edu
458,"9月23号上午，在淮安市中医院脑科病房里，一位正在陪床的七旬老人突发心脏骤停，没有了自主呼吸，医护人员轮流对他进行心肺复苏，50分钟以后终于出现了奇迹。近日，72岁的陈奶奶因病住院治疗，老伴章大爷因为放心不下，这些天一直在病房里照顾她。23号上午9点半左右，章大爷正坐在老伴的病床边，聊着聊着突然不说话了，陈奶奶一抬头发现章大爷双目紧闭、面色青紫，她急忙按响床头铃并大声呼救。淮安市中医院脑病科护士长朱丽娟表示，第一眼看到病人的时候，病人面色紫绀，全身大汗，呼之不应，大小便失禁。医护人员随即赶到，发现老人无脉搏、无心跳、无呼吸，于是立即开始心肺复苏。但是，经过30分钟的心肺复苏和两次电除颤后，章大爷的心电图仍然没有好转。朱丽娟表示，按道理来说，心肺复苏要求在20到30分钟。如果病人没有恢复正常心率，就可以放弃抢救，但是在场的所有医务人员都没有放弃。最终，经过医护人员长达50分钟的不间断努力，章大爷终于有了自主心跳。目前，章大爷已被转入心血管科病房，接受进一步观察和治疗。淮安市中医院心血管科副主任鲁峰表示，医生积极地给予冰帽降温，以及保护脑细胞的治疗措施，病人的脑功能也恢复得非常好。医生表示，对于心脏骤停的患者来说，医学上存在着""黄金4分钟""，即在突发心脏骤停后的4分钟之内，如果能接受规范、有效地心肺复苏，患者有很大几率抢救成功。如果过了4分钟，不仅抢救成功率大大降低，就算是成功抢救，患者也很可能存在脑损伤甚至成为""植物人""。（许莹淮安台报道）（本条新闻版权归江苏省广播电视总台所有，转载请注明出处）",fashion
